id,iaafId,firstName,lastName,countryCode,countryName,birthDate,performanceDate,competition,venueCountry,place,eventId,competitionId,timeResult
14702490,300585,Li,BAI,CHN,Pr Of China,1996-03-30,2023-04-02,"C&D Xiamen Marathon, Xiamen",CHN,7,10229534,7191876,2:35:46
14702490,300585,Li,BAI,CHN,Pr Of China,1996-03-30,2023-10-29,"2023 Beike Beijing Marathon, Beijing",CHN,17,10229534,7191912,2:38:33
14702490,300585,Li,BAI,CHN,Pr Of China,1996-03-30,2020-01-05,"Xiamen Marathon, Xiamen",CHN,13,10229534,7138755,2:39:28
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2024-03-17,"Seoul Marathon, Seoul",KOR,7,10229534,7207591,2:24:45
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2020-01-26,"Osaka Women's Marathon, Osaka",JPN,12,10229534,7138765,2:28:03
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2019-07-07,"Gold Coast Marathon, Gold Coast",AUS,4,10229534,7133318,2:29:18
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2022-04-10,"NN Marathon Rotterdam, Rotterdam",NED,4,10229534,7176639,2:29:25
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2023-04-02,"Daegu International Marathon, Daegu",KOR,6,10229534,7191897,2:29:32
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2018-03-18,"Seoul Marathon, Seoul",KOR,9,10229534,7116857,2:31:12
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2018-11-18,"Kobe Marathon, Kobe",JPN,2,10229534,7124280,2:31:48
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2019-12-01,"International Marathon, Macao",MAC,4,10229534,7138030,2:32:29
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2017-04-09,"Gunsan Marathon, Gunsan",KOR,1,10229534,,2:32:59
14632541,296471,Munkhzaya,BAYARTSOGT,MGL,Mongolia,1993-10-10,2024-04-07,"Daegu Marathon, Daegu",KOR,9,10229534,7207805,2:33:31
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2023-09-24,"BMW Berlin Marathon, Berlin",GER,8,10229534,7191882,2:19:44
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2019-03-03,"Tokyo Marathon, Tokyo",JPN,2,10229534,7128538,2:21:01
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2019-09-29,"BMW BERLIN-MARATHON, Berlin",GER,4,10229534,7135298,2:21:36
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2023-02-26,"Osaka Marathon, Osaka",JPN,1,10229534,7191892,2:22:16
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2018-09-16,"Berlin Marathon, Berlin",GER,6,10229534,7122261,2:22:48
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2017-09-24,"Berlin Marathon, Berlin",GER,4,10229534,,2:22:51
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2021-09-26,"BMW Berlin Marathon, Berlin",GER,3,10229534,7160152,2:23:05
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2020-03-08,"Nagoya Women's Marathon, Nagoya",JPN,6,10229534,7138805,2:23:52
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2023-04-23,"Zürich Marathon, Zürich",SUI,1,10229534,7192380,2:24:14
14695376,298495,Helen,BEKELE,SUI,Switzerland,1994-11-21,2022-03-06,"Tokyo Marathon, Tokyo",JPN,9,10229534,7176614,2:24:33
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2022-12-04,"Maraton Valencia Trinidad Alfonso EDP, Valencia",ESP,14,10229534,7176623,2:23:39
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2021-12-05,"Maraton Valencia Trinidad Alfonso EDP, Valencia",ESP,12,10229534,7160232,2:26:08
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2019-12-01,"Maratón Valencia Trinidad Alfonso EDP, Valencia",ESP,12,10229534,7135312,2:27:42
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2023-12-03,"Maraton Valencia Trinidad Alfonso, Valencia",ESP,44,10229534,7191886,2:28:53
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2019-04-07,"HAJ Hannover Marathon, Hannover",GER,6,10229534,7129466,2:31:26
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2018-10-28,"Frankfurt Marathon, Frankfurt",GER,18,10229534,7123805,2:32:48
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,33,10229534,7138987,2:35:49
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2018-08-12,"European Athletics Championships, Olympiastadion, Berlin",GER,20,10229534,7105084,2:37:31
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2018-04-08,"Rotterdam Marathon, Rotterdam",NED,6,10229534,7117496,2:37:33
14665027,314493,Bojana,BJELJAC,CRO,Croatia,1989-04-10,2017-10-08,"Zagreb Marathon, Zagreb",CRO,3,10229534,,2:38:38
14370115,249178,Florencia,BORELLI,ARG,Argentina,1992-10-30,2024-02-18,"Zurich Maratón de Sevilla, Sevilla",ESP,7,10229534,7207579,2:24:18
14370115,249178,Florencia,BORELLI,ARG,Argentina,1992-10-30,2022-02-20,"Zurich Maraton de Sevilla, Sevilla",ESP,12,10229534,7176628,2:26:54
14370115,249178,Florencia,BORELLI,ARG,Argentina,1992-10-30,2023-10-22,"Pan American Games, Santiago de Chile",CHI,2,10229534,7144863,2:27:29
14370115,249178,Florencia,BORELLI,ARG,Argentina,1992-10-30,2021-10-10,"Maratón de Buenos Aires Ñandú, Buenos Aires",ARG,1,10229534,7160151,2:32:27
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2023-04-23,"37. Haspa Marathon Hamburg, Hamburg",GER,10,10229534,7197592,2:26:34
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2024-02-18,"Zurich Maratón de Sevilla, Sevilla",ESP,24,10229534,7207579,2:28:01
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2021-04-11,"Xiamen Marathon & Tuscany Camp Global Elite Race, Siena",ITA,10,10229534,7163971,2:28:17
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2022-04-24,"Haspa Marathon, Hamburg",GER,7,10229534,,2:28:52
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2023-10-22,"Pan American Games, Santiago de Chile",CHI,5,10229534,7144863,2:31:01
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2019-07-27,"Pan American Games, Lima",PER,4,10229534,7134069,2:32:45
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2020-12-06,"Maratón Valencia Trinidad Alfonso EDP, Valencia",ESP,26,10229534,7144910,2:33:32
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2015-02-22,"Sevilla Marathon, Sevilla",ESP,4,10229534,,2:35:29
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2018-09-23,"Buenos Aires Marathon, Buenos Aires",ARG,5,10229534,7122548,2:35:29
14262327,243765,Rosa Alva,CHACHA,ECU,Ecuador,1982-12-08,2021-08-07,"The XXXII Olympic Games, Odori Park, Sapporo",JPN,41,10229534,7132391,2:36:44
14693567,297589,Mercyline,CHELANGAT,UGA,Uganda,1997-12-17,2023-04-16,"Enschede Marathon, Enschede",NED,2,10229534,7192006,2:24:12
14693567,297589,Mercyline,CHELANGAT,UGA,Uganda,1997-12-17,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,18,10229534,7138987,2:31:40
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2022-10-16,"TCS Amsterdam Marathon, Amsterdam",NED,4,10229534,7176620,2:23:12
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2016-03-20,"Seoul Marathon, Seoul",KOR,1,10229534,,2:24:14
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2018-04-22,"London Marathon, London",GBR,6,10229534,7117866,2:26:03
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2023-04-16,"NN Marathon Rotterdam, Rotterdam",NED,3,10229534,7192007,2:26:21
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2017-08-06,"IAAF World Championships in Athletics, Olympic Stadium, London",GBR,1,10229534,7093740,2:27:11
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2016-08-14,"The XXXI Olympic Games, Estádio Olímpico, Rio de Janeiro",BRA,8,10229534,7093747,2:27:36
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2024-02-16,"Doha Marathon by Ooredoo, Doha",QAT,5,10229534,7207674,2:28:55
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2019-03-03,"Tokyo Marathon, Tokyo",JPN,9,10229534,7128538,2:30:35
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2019-09-27,"IAAF World Championships in Athletics, Corniche, Doha",QAT,2,10229534,7125365,2:33:46
14436833,259606,Rose,CHELIMO,BRN,Bahrain,1989-07-12,2018-08-26,"Jakarta Asian Games, Jakarta",INA,1,10229534,7121814,2:34:51
14413309,254535,Rebecca,CHEPTEGEI,UGA,Uganda,1991-02-22,2022-12-17,"ADNOC Abu Dhabi Marathon, Abu Dhabi",UAE,4,10229534,7176670,2:22:47
14413309,254535,Rebecca,CHEPTEGEI,UGA,Uganda,1991-02-22,2023-11-26,"39^ Firenze Marathon, Firenze",ITA,2,10229534,7202301,2:27:08
14413309,254535,Rebecca,CHEPTEGEI,UGA,Uganda,1991-02-22,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,14,10229534,7138987,2:29:34
14413309,254535,Rebecca,CHEPTEGEI,UGA,Uganda,1991-02-22,2022-04-24,"Padova Marathon, Padova",ITA,1,10229534,,2:31:21
14413309,254535,Rebecca,CHEPTEGEI,UGA,Uganda,1991-02-22,2024-02-16,"Doha Marathon by Ooredoo, Doha",QAT,7,10229534,7207674,2:34:08
14464203,262636,Stella,CHESANG,UGA,Uganda,1996-12-01,2023-04-23,"37. Haspa Marathon Hamburg, Hamburg",GER,3,10229534,7197592,2:20:23
14464203,262636,Stella,CHESANG,UGA,Uganda,1996-12-01,2024-01-28,"Osaka Women's Marathon, Osaka",JPN,4,10229534,7208104,2:23:36
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2022-04-17,"Seoul Marathon, Seoul",KOR,3,10229534,7176616,2:20:02
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2023-04-16,"NN Marathon Rotterdam, Rotterdam",NED,1,10229534,7192007,2:20:31
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2022-12-17,"ADNOC Abu Dhabi Marathon, Abu Dhabi",UAE,1,10229534,7176670,2:20:41
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2024-03-10,"Nagoya Women's Marathon, Nagoya",JPN,2,10229534,7207352,2:21:25
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2023-11-26,"Shanghai Marathon, Shanghai",CHN,3,10229534,7191885,2:22:20
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2021-05-16,"Generali Milano Marathon, Milano",ITA,2,10229534,7160090,2:23:10
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2017-04-09,"Rotterdam Marathon, Rotterdam",NED,2,10229534,,2:24:27
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2016-10-16,"Amsterdam Marathon, Amsterdam",NED,3,10229534,,2:25:00
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2021-11-26,"ADNOC Abu Dhabi Marathon, Abu Dhabi",UAE,2,10229534,7160218,2:26:01
14423913,256205,Eunice Chebichii,CHUMBA,BRN,Bahrain,1993-05-23,2023-10-05,"19th Asian Games, Qiantang River Green Belt, Hangzhou",CHN,1,10229534,7147637,2:26:14
14756134,417282,Citlali,CRISTIAN MOSCOTE,MEX,Mexico,1995-04-15,2023-02-19,"Zurich Maraton de Sevilla, Sevilla",ESP,4,10229534,7191928,2:24:53
14756134,417282,Citlali,CRISTIAN MOSCOTE,MEX,Mexico,1995-04-15,2022-02-20,"Zurich Maraton de Sevilla, Sevilla",ESP,10,10229534,7176628,2:26:13
14756134,417282,Citlali,CRISTIAN MOSCOTE,MEX,Mexico,1995-04-15,2022-07-18,"World Athletics Championships, Oregon 2022, Autzen Complex, Eugene, OR",USA,10,10229534,7137279,2:26:33
14756134,417282,Citlali,CRISTIAN MOSCOTE,MEX,Mexico,1995-04-15,2023-10-22,"Pan American Games, Santiago de Chile",CHI,1,10229534,7144863,2:27:12
14756134,417282,Citlali,CRISTIAN MOSCOTE,MEX,Mexico,1995-04-15,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,34,10229534,7138987,2:36:03
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2022-12-04,"Maraton Valencia Trinidad Alfonso EDP, Valencia",ESP,12,10229534,7176623,2:21:34
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2019-04-28,"Virgin Money London Marathon, London",GBR,7,10229534,7130122,2:24:11
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2018-10-14,"Melbourne Marathon, Melbourne",AUS,1,10229534,7123314,2:25:19
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2019-11-03,"TCS New York City Marathon, New York, NY",USA,5,10229534,7135308,2:26:23
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2020-10-04,"Virgin Money London Marathon, London",GBR,8,10229534,7138848,2:27:07
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2021-10-03,"Virgin Money London Marathon, London",GBR,12,10229534,7160158,2:27:16
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2022-07-30,"XXII Commonwealth Games, Victoria Square, Birmingham",GBR,5,10229534,7147633,2:31:06
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2021-08-07,"The XXXII Olympic Games, Odori Park, Sapporo",JPN,10,10229534,7132391,2:31:14
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2023-09-17,"Sydney Marathon, presented by Asics, Sydney",AUS,8,10229534,7191881,2:31:27
14490253,295161,Sinead,DIVER,AUS,Australia,1977-02-17,2017-03-12,"Nagoya Women's Marathon, Nagoya",JPN,10,10229534,,2:31:37
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2023-09-24,"BMW Berlin Marathon, Berlin",GER,13,10229534,7191882,2:23:30
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2020-01-19,"Chevron Houston Marathon, Houston, TX",USA,3,10229534,7138760,2:24:50
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2022-10-16,"TCS Toronto Waterfront Marathon, Toronto",CAN,4,10229534,7176651,2:25:14
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2023-05-28,"Tartan Homes Ottawa International Marathon, Ottawa",CAN,2,10229534,7191900,2:27:45
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2021-08-07,"The XXXII Olympic Games, Odori Park, Sapporo",JPN,9,10229534,7132391,2:30:59
14268042,132770,Malindi,ELMORE,CAN,Canada,1980-03-13,2019-01-20,"Chevron Houston Marathon, Houston, TX",USA,7,10229534,7126881,2:32:15
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2023-04-23,"37. Haspa Marathon Hamburg, Hamburg",GER,6,10229534,7197592,2:23:46
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2022-12-04,"Maraton Valencia Trinidad Alfonso EDP, Valencia",ESP,15,10229534,7176623,2:23:54
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2021-12-05,"Maraton Valencia Trinidad Alfonso EDP, Valencia",ESP,10,10229534,7160232,2:25:20
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2020-12-13,"Italian Marathon Championships, Reggio Emilia",ITA,1,10229534,7159101,2:28:03
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2024-03-10,"Nagoya Women's Marathon, Nagoya",JPN,10,10229534,7207352,2:28:24
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2022-08-15,"European Athletics Championships, Odeonplatz, München",GER,5,10229534,7147634,2:29:06
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2023-11-19,"Italian Marathon Championships, Verona",ITA,1,10229534,7199647,2:29:09
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,12,10229534,7138987,2:29:10
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2019-04-07,"NN Marathon Rotterdam, Rotterdam",NED,6,10229534,7129471,2:29:11
14284281,306178,Giovanna,EPIS,ITA,Italy,1988-10-11,2018-02-25,"Sevilla Marathon, Sevilla",ESP,6,10229534,7116338,2:29:41
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2019-10-27,"Volkswagen Ljubljana Marathon, Ljubljana",SLO,2,10229534,,2:21:33
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2024-01-07,"Dubai Marathon, Dubai",UAE,6,10229534,7207359,2:21:55
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2019-05-05,"Volkswagen Prague Marathon, Praha",CZE,2,10229534,7130475,2:22:39
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2018-04-29,"Hamburg Marathon, Hamburg",GER,1,10229534,7118517,2:24:51
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2016-01-22,"Dubai Standard Chartered Marathon, Dubai",UAE,6,10229534,,2:25:36
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2018-12-09,"Saitama Marathon, Saitama",JPN,2,10229534,7125284,2:25:39
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2020-03-01,"Tokyo Marathon, Tokyo",JPN,8,10229534,7138801,2:27:34
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2017-01-29,"Osaka International Ladies Marathon, Osaka",JPN,5,10229534,,2:28:36
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2017-11-12,"Saitama Marathon, Saitama",JPN,2,10229534,,2:28:42
14383158,246399,Shitaye,ESHETE,BRN,Bahrain,1990-05-21,2022-05-08,"World Military Marathon Championships, Lima",PER,2,10229534,7183010,2:34:30
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2023-12-03,"Maraton Valencia Trinidad Alfonso, Valencia",ESP,20,10229534,7191886,2:25:04
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2023-02-19,"Zurich Maraton de Sevilla, Sevilla",ESP,16,10229534,7191928,2:29:27
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2021-10-24,"NN Marathon Rotterdam, Rotterdam",NED,4,10229534,7160185,2:31:21
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2021-03-26,"British Marathon Championships, London",GBR,5,10229534,7163370,2:32:42
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2022-07-30,"XXII Commonwealth Games, Victoria Square, Birmingham",GBR,9,10229534,7147633,2:38:03
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2017-04-23,"London Marathon, London",GBR,36,10229534,,2:46:16
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2016-10-16,"Amsterdam Marathon, Amsterdam",NED,14,10229534,,2:56:19
14455103,390171,Clara,EVANS,GBR,Great Britain & N.I.,1993-11-27,2017-09-24,"Berlin Marathon, Berlin",GER,106,10229534,,3:04:21
14590420,297580,Kaoutar,FARKOUSSI,MAR,Morocco,1996-03-19,2024-04-21,"Marathon International De Rabat, Rabat",MAR,2,10229534,7211050,2:25:35
14590420,297580,Kaoutar,FARKOUSSI,MAR,Morocco,1996-03-19,2024-01-28,"Marrakesh International Marathon, Marrakech",MAR,1,10229534,7208097,2:27:58
14292910,235226,Camille,FRENCH,NZL,New Zealand,1990-07-11,2023-12-03,"Maraton Valencia Trinidad Alfonso, Valencia",ESP,31,10229534,7191886,2:26:08
14292910,235226,Camille,FRENCH,NZL,New Zealand,1990-07-11,2024-03-10,"Nagoya Women's Marathon, Nagoya",JPN,9,10229534,7207352,2:28:23
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2024-03-03,"Tokyo Marathon, Tokyo",JPN,8,10229534,7207351,2:26:32
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2023-12-17,"Taipei Marathon, Taipei City",TPE,2,10229534,7191967,2:28:33
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2024-05-05,"Copenhagen Marathon, Copenhagen",DEN,4,10229534,7207365,2:28:48
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2022-05-08,"Zurich Marató de Barcelona, Barcelona",ESP,6,10229534,7178131,2:32:09
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2022-12-18,"Taipei Marathon, Taipei City",TPE,3,10229534,7176676,2:32:23
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2024-01-21,"Standard Chartered Hong Kong Marathon, Hong Kong",HKG,7,10229534,7206207,2:33:50
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2019-12-22,"Asian Marathon Championships, Dongguan",CHN,6,10229534,7139003,2:34:43
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2019-03-31,"Chongqing International Marathon, Chongqing",CHN,6,10229534,7129286,2:35:27
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2023-10-05,"19th Asian Games, Qiantang River Green Belt, Hangzhou",CHN,7,10229534,7147637,2:35:34
14608367,317285,Khishigsaikhan,GALBADRAKH,MGL,Mongolia,1990-08-28,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,31,10229534,7138987,2:35:38
14442050,379164,Fatima Ezzahra,GARDADI,MAR,Morocco,1992-03-20,2024-01-07,"C&D XiaMen Marathon, Xiamen",CHN,2,10229534,7207328,2:24:12
14442050,379164,Fatima Ezzahra,GARDADI,MAR,Morocco,1992-03-20,2023-04-30,"Marathon International de Rabat, Rabat",MAR,1,10229534,7192013,2:25:03
14442050,379164,Fatima Ezzahra,GARDADI,MAR,Morocco,1992-03-20,2022-05-15,"Marathon International de Marrakech, Marrakech",MAR,1,10229534,,2:25:07
14442050,379164,Fatima Ezzahra,GARDADI,MAR,Morocco,1992-03-20,2023-08-26,"World Athletics Championships, Budapest 2023, Hősök tere, Budapest",HUN,3,10229534,7138987,2:25:17
14477333,297697,Tigist,GASHAW,BRN,Bahrain,1996-12-25,2024-04-07,"Daegu Marathon, Daegu",KOR,5,10229534,7207805,2:24:39
14477379,265233,Gotytom,GEBRESLASE,ETH,Ethiopia,1995-01-15,2022-07-18,"World Athletics Championships, Oregon 2022, Autzen Complex, Eugene, OR",USA,1,10229534,7137279,2:18:11
